ANNO_INF,COD_DANE_DEPARTAMENTO,DEPARTAMENTO,COD_SECRETARIA,SECRETARIA,COD_DANE_MUNICIPIO,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,COD_SECTOR,SECTOR,COD_CALENDARIO,CALENDARIO,CODIGO_DANE_SEDE,NOMBRE_SEDE,COD_ZONA,ZONA,COD_TIPO_JORNADA,TIPO_JORNADA,CODIGO_GRADO,GRADO,COD_METODOLOGIA,METODOLOGIA,COD_CARACTER,CARACTER,COD_ESPECIALIDAD,ESPECIALIDAD,EDAD,COD_GENERO,GENERO,COD_GRUPO_ETNICO,GRUPO_ETNICO,COD_SECTOR_CONPES,SECTOR_CONPES,TOTAL_MATRICULA
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,10,Decimo,1,Educación tradicional,2,Técnico,10,Agropecuario,16,M,Masculino,0,No aplica,1,OFICIAL,5
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,10,Decimo,1,Educación tradicional,2,Técnico,10,Agropecuario,17,M,Masculino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,10,Decimo,1,Educación tradicional,2,Técnico,10,Agropecuario,19,M,Masculino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,3,Tercero,1,Educación tradicional,0,No Aplica,0,No aplica,7,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,3,Tercero,1,Educación tradicional,0,No Aplica,0,No aplica,8,F,Femenino,0,No aplica,1,OFICIAL,3
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,3,Tercero,1,Educación tradicional,0,No Aplica,0,No aplica,8,M,Masculino,0,No aplica,1,OFICIAL,7
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,3,Tercero,1,Educación tradicional,0,No Aplica,0,No aplica,9,M,Masculino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000049,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MORAY ALTO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,4
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000049,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MORAY ALTO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,7,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000081,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC PALO BLANCO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000081,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC PALO BLANCO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000103,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL MORAY BAJO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000103,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL MORAY BAJO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000111,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC DIAMANTE,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000138,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC BUENAVISTA ALTO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000138,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC BUENAVISTA ALTO,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000146,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,COL BAS MEDIA LUNA,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,3,Tercero,2,Escuela nueva,0,No Aplica,0,No aplica,8,F,Femenino,200,,1,OFICIAL,1
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000073,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL VIJAGUAL,1005,Rural,2,Mañana,3,Tercero,2,Escuela nueva,0,No Aplica,0,No aplica,8,M,Masculino,0,No aplica,1,OFICIAL,2
2019,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000081,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC PALO BLANCO,1005,Rural,2,Mañana,3,Tercero,2,Escuela nueva,0,No Aplica,0,No aplica,8,M,Masculino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,9,Noveno,1,Educación tradicional,0,No Aplica,0,No aplica,13,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,9,Noveno,1,Educación tradicional,0,No Aplica,0,No aplica,14,F,Femenino,0,No aplica,1,OFICIAL,6
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,2,Segundo,1,Educación tradicional,0,No Aplica,0,No aplica,7,M,Masculino,0,No aplica,1,OFICIAL,3
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,2,Segundo,1,Educación tradicional,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,2,Segundo,1,Educación tradicional,0,No Aplica,0,No aplica,7,F,Femenino,0,No aplica,1,OFICIAL,3
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,0,Transición,1,Educación tradicional,0,No Aplica,0,No aplica,5,M,Masculino,0,No aplica,1,OFICIAL,4
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,0,Transición,1,Educación tradicional,0,No Aplica,0,No aplica,5,F,Femenino,0,No aplica,1,OFICIAL,12
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,15,F,Femenino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,14,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,15,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,14,M,Masculino,0,No aplica,1,OFICIAL,5
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,13,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,12,F,Femenino,0,No aplica,1,OFICIAL,9
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,13,M,Masculino,0,No aplica,1,OFICIAL,6
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,315106000124,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,I.E. TECNICA MANUEL BRICEÑO - SEDE PRINCIPAL,1004,Urbana,1,Completa,7,Septimo,1,Educación tradicional,0,No Aplica,0,No aplica,12,M,Masculino,0,No aplica,1,OFICIAL,8
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000090,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC CUCAITA,1005,Rural,1,Completa,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000065,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC TABOR,1005,Rural,1,Completa,1,Primero,2,Escuela nueva,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000065,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC TABOR,1005,Rural,1,Completa,4,Cuarto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,11,F,Femenino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,11,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000111,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC DIAMANTE,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,F,Femenino,0,No aplica,1,OFICIAL,3
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000146,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,COL BAS MEDIA LUNA,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,11,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000081,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC PALO BLANCO,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000081,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC PALO BLANCO,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,11,F,Femenino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000022,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MINACHAL,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000022,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MINACHAL,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,11,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000022,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MINACHAL,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000138,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC BUENAVISTA ALTO,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000103,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL MORAY BAJO,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000171,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC MIGUEL ANTONIO LETRADO,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000073,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL VIJAGUAL,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000073,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL VIJAGUAL,1005,Rural,2,Mañana,5,Quinto,2,Escuela nueva,0,No Aplica,0,No aplica,10,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,1,Primero,1,Educación tradicional,0,No Aplica,0,No aplica,6,F,Femenino,0,No aplica,1,OFICIAL,8
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,115106000010,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,CONC URB,1004,Urbana,2,Mañana,1,Primero,1,Educación tradicional,0,No Aplica,0,No aplica,6,M,Masculino,0,No aplica,1,OFICIAL,7
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,4,Cuarto,2,Escuela nueva,0,No Aplica,0,No aplica,9,F,Femenino,0,No aplica,1,OFICIAL,2
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,4,Cuarto,2,Escuela nueva,0,No Aplica,0,No aplica,12,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000162,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,ESC RURAL TARPEYA,1005,Rural,2,Mañana,4,Cuarto,2,Escuela nueva,0,No Aplica,0,No aplica,11,M,Masculino,0,No aplica,1,OFICIAL,1
2018,15,BOYACÁ,3769,BOYACÁ,15106,BRICEÑO,215106000146,I.E. TECNICA MANUEL BRICEÑO,1001,OFICIAL,52,A,315106000124,COL BAS MEDIA LUNA,1005,Rural,2,Mañana,4,Cuarto,2,Escuela nueva,0,No Aplica,0,No aplica,9,F,Femenino,0,No aplica,1,OFICIAL,1
